Row Labels,Average of RTD Actual Load
22-Feb,5635.531741
12 AM,4828.05
1 AM,4624.125
2 AM,4491.483333
3 AM,4437.141667
4 AM,4461.916667
5 AM,4662.9
6 AM,5101.241667
7 AM,5576.766667
8 AM,5930.175
9 AM,6149.716667
10 AM,6210.611765
11 AM,6234.466667
12 PM,6243.583333
1 PM,6202.65
2 PM,6183.3
3 PM,6176.983333
4 PM,6228.4
5 PM,6328.316667
6 PM,6310.608333
7 PM,6157.041667
8 PM,5969.558333
9 PM,5765.016667
10 PM,5515.183333
11 PM,5223.908333
23-Feb,5246.851736
12 AM,4940.425
1 AM,4739.966667
2 AM,4600.458333
3 AM,4522.066667
4 AM,4503.575
5 AM,4570.85
6 AM,4729.283333
7 AM,4912.866667
8 AM,5153.833333
9 AM,5337.616667
10 AM,5503.816667
11 AM,5585.8
12 PM,5599.041667
1 PM,5579.675
2 PM,5563.566667
3 PM,5558.458333
4 PM,5596.3
5 PM,5733.516667
6 PM,5828.533333
7 PM,5777.783333
8 PM,5650.266667
9 PM,5524.391667
10 PM,5323.916667
11 PM,5088.433333
24-Feb,5151.695548
12 AM,4850.641667
1 AM,4660.45
2 AM,4521.016667
3 AM,4429.125
4 AM,4393.483333
5 AM,4427.683333
6 AM,4537.6
7 AM,4685.008333
8 AM,4907.4
9 AM,5150.133333
10 AM,5349.958333
11 AM,5425.716667
12 PM,5476.641667
1 PM,5501.607143
2 PM,5500.816667
3 PM,5520.066667
4 PM,5563.75
5 PM,5647.233333
6 PM,5769.942857
7 PM,5741.875
8 PM,5655.533333
9 PM,5505.408333
10 PM,5273.291667
11 PM,4984.95
25-Feb,5795.768707
12 AM,4740.2
1 AM,4560.358333
2 AM,4457.025
3 AM,4418.85
4 AM,4491.125
5 AM,4759.975
6 AM,5258.1
7 AM,5771.25
8 AM,6086.158333
9 AM,6290.158333
10 AM,6387.166667
11 AM,6422.141667
12 PM,6399.9
1 PM,6381.658333
2 PM,6342.541667
3 PM,6357.041667
4 PM,6411.141667
5 PM,6507.5
6 PM,6607.75
7 PM,6526.741667
8 PM,6396.975
9 PM,6199.283333
10 PM,5879.526667
11 PM,5499.106667
26-Feb,6003.571379
12 AM,5158.65
1 AM,4960.983333
2 AM,4834.458333
3 AM,4779.083333
4 AM,4834.625
5 AM,5069.791667
6 AM,5569.791667
7 AM,6064.608333
8 AM,6355.591667
9 AM,6481.035714
10 AM,6517.725
11 AM,6507.541667
12 PM,6485.5
1 PM,6462.066667
2 PM,6427.158333
3 PM,6441.175
4 PM,6538.616667
5 PM,6649.108333
6 PM,6768.2
7 PM,6683.833333
8 PM,6534.166667
9 PM,6322.916667
10 PM,5973.933333
11 PM,5585.575
27-Feb,6114.49375
12 AM,5239.208333
1 AM,5026.083333
2 AM,4901.575
3 AM,4849.266667
4 AM,4882.4
5 AM,5118.025
6 AM,5608.308333
7 AM,6135.016667
8 AM,6440.425
9 AM,6627.258333
10 AM,6697.183333
11 AM,6729.058333
12 PM,6703.266667
1 PM,6685.4
2 PM,6659.575
3 PM,6643.966667
4 PM,6750.691667
5 PM,6889.15
6 PM,6925.716667
7 PM,6786.75
8 PM,6594.825
9 PM,6334.191667
10 PM,5964.016667
11 PM,5556.491667
28-Feb,5977.112414
12 AM,5190.375
1 AM,4975.6
2 AM,4848.341667
3 AM,4792.783333
4 AM,4811.866667
5 AM,5032.558333
6 AM,5513.114286
7 AM,6040.175
8 AM,6324.016667
9 AM,6490.591667
10 AM,6512.091667
11 AM,6517.508333
12 PM,6511.383333
1 PM,6485.391667
2 PM,6466.4
3 PM,6481.341667
4 PM,6546.05
5 PM,6635.225
6 PM,6714.458333
7 PM,6596.933333
8 PM,6427.208333
9 PM,6210.866667
10 PM,5895.941667
11 PM,5507.808333
1-Mar,6012.111379
12 AM,5167.325
1 AM,4949.383333
2 AM,4806.625
3 AM,4746.966667
4 AM,4767.516667
5 AM,5015.116667
6 AM,5522.575
7 AM,6036.175
8 AM,6404.433333
9 AM,6611.858333
10 AM,6717.475
11 AM,6725.558333
12 PM,6689.683333
1 PM,6675.858333
2 PM,6630.866667
3 PM,6623.7
4 PM,6668.95
5 PM,6737.025
6 PM,6648.233333
7 PM,6476.025
8 PM,6290.391667
9 PM,6069.985714
10 PM,5807.058333
11 PM,5492.241667
2-Mar,5497.581944
12 AM,5173.608333
1 AM,4968.016667
2 AM,4828.483333
3 AM,4754.8
4 AM,4733.766667
5 AM,4802.05
6 AM,4982.083333
7 AM,5191.4
8 AM,5461.1
9 AM,5711.175
10 AM,5906.483333
11 AM,5984.216667
12 PM,6001.041667
1 PM,5940.791667
2 PM,5858.083333
3 PM,5772.708333
4 PM,5752.183333
5 PM,5853.516667
6 PM,5991.108333
7 PM,5953.633333
8 PM,5849.508333
9 PM,5700.066667
10 PM,5509.791667
11 PM,5262.35
3-Mar,5303.359375
12 AM,5012.658333
1 AM,4798.666667
2 AM,4643.125
3 AM,4557.775
4 AM,4522.216667
5 AM,4570.625
6 AM,4678.158333
7 AM,4808.633333
8 AM,5027.308333
9 AM,5218.216667
10 AM,5367.9
11 AM,5427.683333
12 PM,5453.925
1 PM,5474.35
2 PM,5529.141667
3 PM,5605.675
4 PM,5723.708333
5 PM,5925.458333
6 PM,6096.825
7 PM,6086.658333
8 PM,5988.35
9 PM,5841.508333
10 PM,5612.9
11 PM,5309.158333
4-Mar,5905.31843
12 AM,5035.333333
1 AM,4868.075
2 AM,4745.566667
3 AM,4689.816667
4 AM,4732.966667
5 AM,4933.05
6 AM,5326.308333
7 AM,5757.15
8 AM,6132.066667
9 AM,6371.991667
10 AM,6485.866667
11 AM,6516.333333
12 PM,6490.407143
1 PM,6479.641667
2 PM,6443.158333
3 PM,6424.25
4 PM,6467.575
5 PM,6554.575
6 PM,6628.016667
7 PM,6548.916667
8 PM,6375.766667
9 PM,6172.933333
10 PM,5843.95
11 PM,5453.658333
5-Mar,6046.373333
12 AM,5133.008333
1 AM,4971.025
2 AM,4880.5625
3 AM,4836.464286
4 AM,4886.642857
5 AM,5128.691667
6 AM,5620.5
7 AM,6127.55
8 AM,6409.966667
9 AM,6576.391667
10 AM,6622.783333
11 AM,6621.25
12 PM,6617.357143
1 PM,6592.825
2 PM,6546.85
3 PM,6570.441667
4 PM,6628.925
5 PM,6725.533333
6 PM,6816.833333
7 PM,6761.441667
8 PM,6622.775
9 PM,6375.591667
10 PM,6055.075
11 PM,5659.325
6-Mar,6296.955068
12 AM,5320.241667
1 AM,5126.883333
2 AM,5023.65
3 AM,4982.941667
4 AM,5033.458333
5 AM,5264.641667
6 AM,5770.13125
7 AM,6286.591667
8 AM,6605.241667
9 AM,6789.491667
10 AM,6848.814286
11 AM,6845.108333
12 PM,6883.383333
1 PM,6876.675
2 PM,6828.75
3 PM,6858.433333
4 PM,6930.841667
5 PM,7031.1
6 PM,7097.508333
7 PM,7024.708333
8 PM,6854.825
9 PM,6629.866667
10 PM,6287.9
11 PM,5887.008333
7-Mar,6284.715172
12 AM,5546.035714
1 AM,5311.375
2 AM,5190.058333
3 AM,5135.891667
4 AM,5175.533333
5 AM,5391.841667
6 AM,5858.266667
7 AM,6362.7
8 AM,6647.766667
9 AM,6801.983333
10 AM,6843.95
11 AM,6863.883333
12 PM,6841.866667
1 PM,6827.508333
2 PM,6802.475
3 PM,6823.125
4 PM,6849.575
5 PM,6913.558333
6 PM,6958.633333
7 PM,6866.291667
8 PM,6688.225
9 PM,6442.875
10 PM,6104.691667
11 PM,5708.166667
8-Mar,6013.485172
12 AM,5364.55
1 AM,5150.041667
2 AM,5018.158333
3 AM,4961.941667
4 AM,4993.416667
5 AM,5213.608333
6 AM,5676.133333
7 AM,6134.575
8 AM,6404.408333
9 AM,6587.866667
10 AM,6611.166667
11 AM,6583.458333
12 PM,6559.921429
1 PM,6524.441667
2 PM,6476.933333
3 PM,6483.875
4 PM,6523.991667
5 PM,6562.208333
6 PM,6560.766667
7 PM,6430.508333
8 PM,6214.675
9 PM,6029.4
10 PM,5748.1
11 PM,5418.425
9-Mar,5312.040068
12 AM,5119.516667
1 AM,4902.525
2 AM,4754.991667
3 AM,4682.308333
4 AM,4656.175
5 AM,4714.6
6 AM,4857.15
7 AM,5060.283333
8 AM,5286.566667
9 AM,5449.566667
10 AM,5575.191667
11 AM,5621.778571
12 PM,5604.216667
1 PM,5546.916667
2 PM,5501.95
3 PM,5473.583333
4 PM,5488.966667
5 PM,5581.45
6 PM,5781.292857
7 PM,5793.825
8 PM,5712.275
9 PM,5592.408333
10 PM,5416.333333
11 PM,5185.258333
10-Mar,5324.897163
12 AM,4947.766667
1 AM,4731.958333
3 AM,4599.03125
4 AM,4530.8
5 AM,4561.9
6 AM,4682.833333
7 AM,4826.366667
8 AM,5014.508333
9 AM,5272.064286
10 AM,5517.616667
11 AM,5692.933333
12 PM,5767.041667
1 PM,5777.066667
2 PM,5756.15
3 PM,5744.141667
4 PM,5729.858333
5 PM,5747.1
6 PM,5804.366667
7 PM,5875.225
8 PM,5823.541667
9 PM,5705.791667
10 PM,5469.65
11 PM,5145.683333
11-Mar,5605.51875
12 AM,4856.55
1 AM,4650.958333
2 AM,4510.883333
3 AM,4451.241667
4 AM,4482.408333
5 AM,4698.008333
6 AM,5187.966667
7 AM,5725.516667
8 AM,6048.408333
9 AM,6178.933333
10 AM,6199.45
11 AM,6198.516667
12 PM,6174.341667
1 PM,6133.008333
2 PM,6082.333333
3 PM,6065.183333
4 PM,6090.516667
5 PM,6126.55
6 PM,6042.466667
7 PM,6105.291667
8 PM,6029.116667
9 PM,5840.15
10 PM,5517.525
11 PM,5137.125
12-Mar,5729.287847
12 AM,4815.825
1 AM,4612.141667
2 AM,4505.608333
3 AM,4439.341667
4 AM,4486.675
5 AM,4727.591667
6 AM,5256.583333
7 AM,5817.25
8 AM,6123.958333
9 AM,6327.141667
10 AM,6411.058333
11 AM,6389.308333
12 PM,6351.841667
1 PM,6309.95
2 PM,6262.808333
3 PM,6246.166667
4 PM,6272.225
5 PM,6296.075
6 PM,6224.216667
7 PM,6297.75
8 PM,6238.683333
9 PM,6044.558333
10 PM,5722.066667
11 PM,5324.083333
13-Mar,5730.318403
12 AM,4968.95
1 AM,4734.283333
2 AM,4597.841667
3 AM,4552.025
4 AM,4581.483333
5 AM,4795.5
6 AM,5318.933333
7 AM,5864.991667
8 AM,6160.85
9 AM,6302.725
10 AM,6314.416667
11 AM,6291.233333
12 PM,6252.775
1 PM,6213.791667
2 PM,6184
3 PM,6190.016667
4 PM,6275.2
5 PM,6357.2
6 PM,6330.958333
7 PM,6321.85
8 PM,6171.725
9 PM,5948.941667
10 PM,5602.641667
11 PM,5195.308333
14-Mar,5547.798973
12 AM,4840.808333
1 AM,4613.558333
2 AM,4468.316667
3 AM,4407.591667
4 AM,4429.375
5 AM,4625.466667
6 AM,5125.208333
7 AM,5667.675
8 AM,5977.141667
9 AM,6117.341667
10 AM,6127.3
11 AM,6100.258333
12 PM,6082.941667
1 PM,6054.128571
2 PM,5994.516667
3 PM,6001.425
4 PM,6030.675
5 PM,6070.383333
6 PM,6008.808333
7 PM,6049.116667
8 PM,5953.092857
9 PM,5756.333333
10 PM,5428.6
11 PM,5065.175
15-Mar,5443.375517
12 AM,4733.158333
1 AM,4501.05
2 AM,4357.466667
3 AM,4284.225
4 AM,4300.091667
5 AM,4481.016667
6 AM,4950.083333
7 AM,5491.808333
8 AM,5820.975
9 AM,5986.433333
10 AM,6003.691667
11 AM,6041.475
12 PM,6072.133333
1 PM,6067.164286
2 PM,6036.683333
3 PM,6035.85
4 PM,6037.908333
5 PM,6002.533333
6 PM,5865.983333
7 PM,5855.341667
8 PM,5737.133333
9 PM,5551.725
10 PM,5317.825
11 PM,5005.291667
16-Mar,4923.879392
12 AM,4657.358333
1 AM,4399.825
2 AM,4241.366667
3 AM,4162.983333
4 AM,4134.625
5 AM,4198.566667
6 AM,4358.064286
7 AM,4602.65
8 AM,4840.233333
9 AM,5037.258333
10 AM,5234.125
11 AM,5327.483333
12 PM,5327.591667
1 PM,5284.116667
2 PM,5234.2
3 PM,5197.225
4 PM,5192.691667
5 PM,5233.807143
6 PM,5295.866667
7 PM,5436.975
8 PM,5417.625
9 PM,5331.625
10 PM,5189.675
11 PM,4986.891667
17-Mar,5006.955208
12 AM,4767.808333
1 AM,4564.25
2 AM,4427.825
3 AM,4344.641667
4 AM,4312.858333
5 AM,4343.6
6 AM,4470.6
7 AM,4612.95
8 AM,4815.683333
9 AM,5032.875
10 AM,5217.725
11 AM,5279.55
12 PM,5298.066667
1 PM,5265.741667
2 PM,5246.416667
3 PM,5233.983333
4 PM,5235.083333
5 PM,5290.525
6 PM,5385.425
7 PM,5549.441667
8 PM,5615.725
9 PM,5522.658333
10 PM,5311.683333
11 PM,5021.808333
18-Mar,5617.981849
12 AM,4742.55
1 AM,4576.433333
2 AM,4472.416667
3 AM,4421.641667
4 AM,4457.15
5 AM,4685.05
6 AM,5175.325
7 AM,5706.216667
8 AM,6028.016667
9 AM,6208.291667
10 AM,6242.8
11 AM,6221.966667
12 PM,6185.028571
1 PM,6179.075
2 PM,6121.425
3 PM,6153.533333
4 PM,6205.191667
5 PM,6226.05
6 PM,6131.666667
7 PM,6155.075
8 PM,6082.791667
9 PM,5868.65
10 PM,5509.591667
11 PM,5127.025
19-Mar,5587.147782
12 AM,4791.683333
1 AM,4567.325
2 AM,4439.975
3 AM,4403.65
4 AM,4440.966667
5 AM,4670.125
6 AM,5189.5
7 AM,5719.833333
8 AM,6031.369231
9 AM,6162.633333
10 AM,6180.092857
11 AM,6155.458333
12 PM,6128.941667
1 PM,6100.883333
2 PM,6075.2
3 PM,6078.308333
4 PM,6106.233333
5 PM,6119.45
6 PM,6042.958333
7 PM,6071.3
8 PM,6008.775
9 PM,5800.008333
10 PM,5486.358333
11 PM,5095.958333
20-Mar,5530.055369
12 AM,4753.416667
1 AM,4536.525
2 AM,4416.816667
3 AM,4368.875
4 AM,4397.2
5 AM,4627.8
6 AM,5132
7 AM,5664.075
8 AM,5971.307143
9 AM,6102.825
10 AM,6119.85
11 AM,6088.791667
12 PM,6059.333333
1 PM,6033.555556
2 PM,5979.608333
3 PM,5984.7
4 PM,6026.216667
5 PM,6038.691667
6 PM,5988.75
7 PM,6028.741667
8 PM,5930.9
9 PM,5748.266667
10 PM,5421.833333
11 PM,5042.3
21-Mar,5573.898611
12 AM,4697.533333
1 AM,4488.075
2 AM,4346.425
3 AM,4271.033333
4 AM,4287.625
5 AM,4505.05
6 AM,5008.708333
7 AM,5554.233333
8 AM,5909.841667
9 AM,6126.116667
10 AM,6205.633333
11 AM,6237.666667
12 PM,6253.075
1 PM,6243.925
2 PM,6217.158333
3 PM,6222.366667
4 PM,6244.958333
5 PM,6261.291667
6 PM,6167.075
7 PM,6129.45
8 PM,6011.308333
9 PM,5782.483333
10 PM,5474.641667
11 PM,5127.891667
22-Mar,5570.476552
12 AM,4773.435714
1 AM,4586.05
2 AM,4459.066667
3 AM,4380.891667
4 AM,4381.45
5 AM,4592.716667
6 AM,5069.166667
7 AM,5587.125
8 AM,5947.266667
9 AM,6158.841667
10 AM,6262.791667
11 AM,6281.458333
12 PM,6301.008333
1 PM,6261.883333
2 PM,6170.15
3 PM,6114.191667
4 PM,6120.175
5 PM,6081.341667
6 PM,6004.125
7 PM,5987.266667
8 PM,5915.5
9 PM,5734.583333
10 PM,5480.916667
11 PM,5172.875
23-Mar,5159.875694
12 AM,4877.108333
1 AM,4675.758333
2 AM,4550.5
3 AM,4475.583333
4 AM,4456.733333
5 AM,4510.841667
6 AM,4686.191667
7 AM,4919.758333
8 AM,5204.233333
9 AM,5437.575
10 AM,5596.4
11 AM,5631.216667
12 PM,5574.25
1 PM,5492.458333
2 PM,5417.875
3 PM,5359.133333
4 PM,5320.483333
5 PM,5340.966667
6 PM,5387.791667
7 PM,5519.025
8 PM,5560.733333
9 PM,5480.883333
10 PM,5299.65
11 PM,5061.866667
24-Mar,4919.049315
12 AM,4811.433333
1 AM,4604.108333
2 AM,4449.075
3 AM,4356.416667
4 AM,4325.9
5 AM,4377.5
6 AM,4483.325
7 AM,4622.075
8 AM,4812.441667
9 AM,4977.7
10 AM,5098.964286
11 AM,5174.908333
12 PM,5167.516667
1 PM,5133.841667
2 PM,5092.85
3 PM,5097.95
4 PM,5111.975
5 PM,5148.533333
6 PM,5212.266667
7 PM,5371.95
8 PM,5415.125
9 PM,5308.283333
10 PM,5081.183333
11 PM,4762.908333
25-Mar,5408.132759
12 AM,4480.683333
1 AM,4316.95
2 AM,4200.958333
3 AM,4159.183333
4 AM,4191.475
5 AM,4393.991667
6 AM,4867.05
7 AM,5388.45
8 AM,5720.975
9 AM,5928.541667
10 AM,6055.716667
11 AM,6093.966667
12 PM,6070.041667
1 PM,6047.358333
2 PM,6000.841667
3 PM,6018.566667
4 PM,6074.666667
5 PM,6058.3
6 PM,5963.325
7 PM,5967.958333
8 PM,5873.066667
9 PM,5650.45
10 PM,5307.3
11 PM,4924.983333
26-Mar,5487.750694
12 AM,4608.166667
1 AM,4399.458333
2 AM,4286.141667
3 AM,4268.491667
4 AM,4315.8
5 AM,4568.816667
6 AM,5091
7 AM,5617.058333
8 AM,5945.416667
9 AM,6091.525
10 AM,6129.308333
11 AM,6117.908333
12 PM,6098.275
1 PM,6068.85
2 PM,6012.475
3 PM,6000.766667
4 PM,6014.325
5 PM,6015.616667
6 PM,5916.183333
7 PM,5953.35
8 PM,5930.658333
9 PM,5746.991667
10 PM,5442.225
11 PM,5067.208333
27-Mar,5537.880208
12 AM,4728.308333
1 AM,4510.333333
2 AM,4394.708333
3 AM,4352.808333
4 AM,4393.941667
5 AM,4625.975
6 AM,5137.675
7 AM,5647.791667
8 AM,5963.791667
9 AM,6102.291667
10 AM,6141.5
11 AM,6113.233333
12 PM,6090.658333
1 PM,6063.241667
2 PM,6021.2
3 PM,6010.341667
4 PM,6046.208333
5 PM,6085.216667
6 PM,6010.416667
7 PM,6031.908333
8 PM,6019.658333
9 PM,5821.425
10 PM,5492.2
11 PM,5104.291667
28-Mar,5487.413448
12 AM,4768.625
1 AM,4535.666667
2 AM,4418.25
3 AM,4360.341667
4 AM,4388.433333
5 AM,4611.658333
6 AM,5108.2
7 AM,5624.475
8 AM,5907.983333
9 AM,6082.075
10 AM,6071.433333
11 AM,6034.083333
12 PM,6011.933333
1 PM,5996.808333
2 PM,5941.575
3 PM,5937.816667
4 PM,5965.175
5 PM,6016.625
6 PM,5952.658333
7 PM,5966.583333
8 PM,5899.335714
9 PM,5677.158333
10 PM,5365.683333
11 PM,4986.691667
29-Mar,5409.38866
12 AM,4654.558333
1 AM,4426.191667
2 AM,4291.325
3 AM,4223.775
4 AM,4241.65
5 AM,4445.225
6 AM,4907.833333
7 AM,5442.716667
8 AM,5789.95
9 AM,6035.991667
10 AM,6104.158333
11 AM,6078.866667
12 PM,6090.461538
1 PM,6052.916667
2 PM,5976.978571
3 PM,6005.475
4 PM,6011.125
5 PM,5962.133333
6 PM,5818.85
7 PM,5799.916667
8 PM,5692.483333
9 PM,5489.7
10 PM,5213.616667
11 PM,4918.075
30-Mar,4795.885417
12 AM,4595.666667
1 AM,4362
2 AM,4234.533333
3 AM,4151.783333
4 AM,4124.108333
5 AM,4167.025
6 AM,4298.083333
7 AM,4516.433333
8 AM,4756.758333
9 AM,4944.975
10 AM,5066.475
11 AM,5133.3
12 PM,5122.391667
1 PM,5087.266667
2 PM,5069.1
3 PM,5017.416667
4 PM,5047.583333
5 PM,5054.233333
6 PM,5091.275
7 PM,5186.141667
8 PM,5228.166667
9 PM,5137.316667
10 PM,4973.15
11 PM,4736.066667
31-Mar,4801.965529
12 AM,4498.533333
1 AM,4279.65
2 AM,4125.333333
3 AM,4038.307692
4 AM,3991.075
5 AM,4033.058333
6 AM,4131.016667
7 AM,4265.433333
8 AM,4486.783333
9 AM,4737.883333
10 AM,4955.208333
11 AM,5097.35
12 PM,5200.925
1 PM,5210.275
2 PM,5172.8875
3 PM,5237.066667
4 PM,5236.233333
5 PM,5212.716667
6 PM,5227.741667
7 PM,5363.491667
8 PM,5434.216667
9 PM,5333.916667
10 PM,5113.175
11 PM,4804.891667
1-Apr,5486.781597
12 AM,4536.708333
1 AM,4358.066667
2 AM,4255.9
3 AM,4224.216667
4 AM,4276.633333
5 AM,4529.708333
6 AM,5053.891667
7 AM,5600.116667
8 AM,5928.633333
9 AM,6096.35
10 AM,6161.566667
11 AM,6149.433333
12 PM,6101.716667
1 PM,6072.816667
2 PM,6038.325
3 PM,6027.791667
4 PM,6048.9
5 PM,6057.15
6 PM,5974.966667
7 PM,5999.808333
8 PM,5965.116667
9 PM,5761.475
10 PM,5429.05
11 PM,5034.416667
2-Apr,5460.453819
12 AM,4696.033333
1 AM,4479.325
2 AM,4330.491667
3 AM,4279.6
4 AM,4309.066667
5 AM,4515.075
6 AM,5032.9
7 AM,5553.508333
8 AM,5859.025
9 AM,5974.108333
10 AM,6003.216667
11 AM,6001.541667
12 PM,5969.866667
1 PM,5938.466667
2 PM,5902.25
3 PM,5960.716667
4 PM,6051.825
5 PM,6107.275
6 PM,6070.116667
7 PM,6048.075
8 PM,5941.5
9 PM,5689.658333
10 PM,5364.733333
11 PM,4972.516667
3-Apr,5361.335764
12 AM,4630.658333
1 AM,4409.825
2 AM,4282.85
3 AM,4227.35
4 AM,4260.8
5 AM,4476.791667
6 AM,5005.208333
7 AM,5525.116667
8 AM,5807.241667
9 AM,5961.725
10 AM,5966.8
11 AM,5934.6
12 PM,5916.033333
1 PM,5885.575
2 PM,5848.7
3 PM,5847.375
4 PM,5895.4
5 PM,5906.025
6 PM,5787.683333
7 PM,5759.233333
8 PM,5742.741667
9 PM,5542.158333
10 PM,5217.341667
11 PM,4834.825
4-Apr,5293.887241
12 AM,4485.075
1 AM,4277.083333
2 AM,4163.783333
3 AM,4108.433333
4 AM,4134
5 AM,4359.15
6 AM,4854.558333
7 AM,5364.375
8 AM,5693.175
9 AM,5850.658333
10 AM,5896.1
11 AM,5899.3
12 PM,5868.307143
1 PM,5837.691667
2 PM,5801.65
3 PM,5781.575
4 PM,5838.941667
5 PM,5853.466667
6 PM,5753.683333
7 PM,5738.566667
8 PM,5728.05
9 PM,5571.25
10 PM,5243.308333
11 PM,4855.375
5-Apr,5445.860403
12 AM,4525.391667
1 AM,4326.008333
2 AM,4206.066667
3 AM,4156.525
4 AM,4186.266667
5 AM,4405.3
6 AM,4887.00625
7 AM,5438.575
8 AM,5779.1
9 AM,5966.95
10 AM,6070.425
11 AM,6114.425
12 PM,6126.983333
1 PM,6090.85
2 PM,6070.108333
3 PM,6106.841667
4 PM,6140.228571
5 PM,6153.828571
6 PM,6016.2
7 PM,5938.166667
8 PM,5832.425
9 PM,5635.725
10 PM,5352.141667
11 PM,5040.825
6-Apr,4873.621379
12 AM,4743.441667
1 AM,4504.1
2 AM,4338.591667
3 AM,4254.25
4 AM,4214.45
5 AM,4285.7
6 AM,4447
7 AM,4667.75
8 AM,4949.175
9 AM,5115.725
10 AM,5201.3
11 AM,5224.408333
12 PM,5203.941667
1 PM,5155.516667
2 PM,5106.333333
3 PM,5079.591667
4 PM,5086.666667
5 PM,5096.525
6 PM,5119.241667
7 PM,5167.5
8 PM,5231.175
9 PM,5140.283333
10 PM,4982.95
11 PM,4749.283333
7-Apr,4709.198639
12 AM,4492.508333
1 AM,4309.966667
2 AM,4160.075
3 AM,4070.333333
4 AM,4028.9
5 AM,4057.683333
6 AM,4150.341667
7 AM,4298.175
8 AM,4514.691667
9 AM,4693.15
10 AM,4870.814286
11 AM,4952.875
12 PM,4978.966667
1 PM,4970.628571
2 PM,4981.241667
3 PM,4963.464286
4 PM,4997.891667
5 PM,5042.275
6 PM,5118.708333
7 PM,5224.65
8 PM,5282.291667
9 PM,5175.475
10 PM,4939.716667
11 PM,4633.058333
8-Apr,5343.722526
12 AM,4358
1 AM,4172.216667
2 AM,4068.4
3 AM,4028.191667
4 AM,4064.384615
5 AM,4252.02
6 AM,4754.425
7 AM,5287.475
8 AM,5646.075
9 AM,5856.125
10 AM,5929.883333
11 AM,5951.1
12 PM,5993.6
1 PM,6042.230769
2 PM,6082.483333
3 PM,6147.891667
4 PM,6179.925
5 PM,6209.391667
6 PM,6047.7
7 PM,5987.725
8 PM,5907
9 PM,5594.583333
10 PM,5211.491667
11 PM,4798.35
9-Apr,5312.527083
12 AM,4438.883333
1 AM,4191.275
2 AM,4051.45
3 AM,3987.1
4 AM,4003.233333
5 AM,4205.283333
6 AM,4696.033333
7 AM,5229.6
8 AM,5602.7
9 AM,5836.175
10 AM,5923.4
11 AM,5975.491667
12 PM,5985.091667
1 PM,5964.575
2 PM,5947.008333
3 PM,5981.625
4 PM,6045.416667
5 PM,6068.958333
6 PM,5969.108333
7 PM,5910.283333
8 PM,5801.475
9 PM,5587.841667
10 PM,5247.491667
11 PM,4851.15
10-Apr,5241.774747
12 AM,4495.75
1 AM,4270.908333
2 AM,4117.758333
3 AM,4056.658333
4 AM,4078.191667
5 AM,4285.283333
6 AM,4787.391667
7 AM,5308.85
8 AM,5639.375
9 AM,5787.45
10 AM,5820.216667
11 AM,5840.791667
12 PM,5839.016667
1 PM,5803.85
2 PM,5778.084615
3 PM,5781.491667
4 PM,5825.8
5 PM,5848.391667
6 PM,5709.141667
7 PM,5695.808333
8 PM,5684.392857
9 PM,5507.125
10 PM,5196.291667
11 PM,4798.28125
11-Apr,5341.75931
12 AM,4472.033333
1 AM,4261.658333
2 AM,4141.05
3 AM,4092.483333
4 AM,4119.191667
5 AM,4330.25
6 AM,4830.714286
7 AM,5365.641667
8 AM,5756.833333
9 AM,5967.883333
10 AM,6020.525
11 AM,6021.558333
12 PM,5978.983333
1 PM,5987.425
2 PM,5904.016667
3 PM,5895.825
4 PM,5910.975
5 PM,5972.233333
6 PM,5901.825
7 PM,5859.4
8 PM,5780
9 PM,5580.308333
10 PM,5259.633333
11 PM,4876.95
12-Apr,5314.29375
12 AM,4529.133333
1 AM,4313.666667
2 AM,4181.358333
3 AM,4110.9
4 AM,4125.525
5 AM,4328.675
6 AM,4808.6
7 AM,5356.783333
8 AM,5731.308333
9 AM,5961.583333
10 AM,5982.65
11 AM,5950.6
12 PM,5908.125
1 PM,5866.091667
2 PM,5851.958333
3 PM,5892.091667
4 PM,5934.816667
5 PM,5937.116667
6 PM,5821.875
7 PM,5752.091667
8 PM,5633.666667
9 PM,5430.675
10 PM,5214.625
11 PM,4919.133333
13-Apr,4936.344218
12 AM,4601.55
1 AM,4372.466667
2 AM,4207.408333
3 AM,4106.216667
4 AM,4069.941667
5 AM,4116.016667
6 AM,4289.783333
7 AM,4530.983333
8 AM,4818.616667
9 AM,5071.785714
10 AM,5234.4125
11 AM,5320.783333
12 PM,5337.425
1 PM,5339.883333
2 PM,5335.983333
3 PM,5336.916667
4 PM,5357.275
5 PM,5356.983333
6 PM,5347.866667
7 PM,5391.883333
8 PM,5414.075
9 PM,5325.408333
10 PM,5164.6
11 PM,4902.066667
14-Apr,4852.914483
12 AM,4623.071429
1 AM,4394.4
2 AM,4230.508333
3 AM,4114.725
4 AM,4059.966667
5 AM,4075.225
6 AM,4155.95
7 AM,4314.441667
8 AM,4555.266667
9 AM,4790.983333
10 AM,5021.533333
11 AM,5164.041667
12 PM,5271.425
1 PM,5318.558333
2 PM,5293.958333
3 PM,5274.933333
4 PM,5297.483333
5 PM,5341.233333
6 PM,5358.275
7 PM,5396.425
8 PM,5434.241667
9 PM,5273.491667
10 PM,5030.025
11 PM,4718.091667
15-Apr,5324.548639
12 AM,4431.307143
1 AM,4250.233333
2 AM,4157.483333
3 AM,4107.441667
4 AM,4131.866667
5 AM,4355.1
6 AM,4819.241667
7 AM,5337.975
8 AM,5706.892857
